Date,Open,High,Low,Close
1986-02-06,190.49,190.49,190.49,190.49
1986-02-07,191.36,191.36,191.36,191.36
1986-02-10,188.16,188.16,188.16,188.16
1986-02-11,187.44,187.44,187.44,187.44
1986-02-12,186.72,186.72,186.72,186.72
1986-02-13,182.3,182.3,182.3,182.3
1986-02-14,182.01,182.01,182.01,182.01
1986-02-18,181.04,181.04,181.04,181.04
1986-02-19,179.4,179.4,179.4,179.4
1986-02-20,181.09,181.09,181.09,181.09
1986-02-21,182.97,182.97,182.97,182.97
1986-02-24,182.14,182.14,182.14,182.14
1986-02-25,180.96,180.96,180.96,180.96
1986-02-26,181.15,181.15,181.15,181.15
1986-02-27,180.16,180.16,180.16,180.16
1986-02-28,180.56,180.56,180.56,180.56
1986-03-03,179.64,179.64,179.64,179.64
1986-03-04,179.01,179.01,179.01,179.01
1986-03-05,181.46,181.46,181.46,181.46
1986-03-06,179.3,179.3,179.3,179.3
1986-03-07,179.45,179.45,179.45,179.45
1986-03-10,180.71,180.71,180.71,180.71
1986-03-11,179.92,179.92,179.92,179.92
1986-03-12,180.2,180.2,180.2,180.2
1986-03-13,179.9,179.9,179.9,179.9
1986-03-14,177.14,177.14,177.14,177.14
1986-03-17,175.73,175.73,175.73,175.73
1986-03-18,175.01,175.01,175.01,175.01
1986-03-19,177.11,177.11,177.11,177.11
1986-03-20,176.38,176.38,176.38,176.38
1986-03-21,175.8,175.8,175.8,175.8
1986-03-24,178.9,178.9,178.9,178.9
1986-03-25,180.2,180.2,180.2,180.2
1986-03-26,179.8,179.8,179.8,179.8
1986-03-27,179.52,179.52,179.52,179.52
1986-03-28,179.84,179.84,179.84,179.84
1986-03-31,177.61,177.61,177.61,177.61
1986-04-01,178.15,178.15,178.15,178.15
1986-04-02,179.5,179.5,179.5,179.5
1986-04-03,179.9,179.9,179.9,179.9
1986-04-04,180.34,180.34,180.34,180.34
1986-04-07,182.86,182.86,182.86,182.86
1986-04-08,180.06,180.06,180.06,180.06
1986-04-09,180.06,180.06,180.06,180.06
1986-04-10,178.8,178.8,178.8,178.8
1986-04-11,178.36,178.36,178.36,178.36
1986-04-14,179.11,179.11,179.11,179.11
1986-04-15,178.27,178.27,178.27,178.27
1986-04-16,176.51,176.51,176.51,176.51
1986-04-17,175.15,175.15,175.15,175.15
1986-04-18,173.8,173.8,173.8,173.8
1986-04-21,172,172,172,172
1986-04-22,170.14,170.14,170.14,170.14
1986-04-23,169.36,169.36,169.36,169.36
1986-04-24,169.01,169.01,169.01,169.01
1986-04-25,168.11,168.11,168.11,168.11
1986-04-28,167.15,167.15,167.15,167.15
1986-04-29,167.84,167.84,167.84,167.84
1986-04-30,167.61,167.61,167.61,167.61
1986-05-01,169.64,169.64,169.64,169.64
1986-05-02,169.9,169.9,169.9,169.9
1986-05-05,165.63,165.63,165.63,165.63
1986-05-06,166.25,166.25,166.25,166.25
1986-05-07,165.11,165.11,165.11,165.11
1986-05-08,163.61,163.61,163.61,163.61
1986-05-09,162.35,162.35,162.35,162.35
1986-05-12,161.16,161.16,161.16,161.16
1986-05-13,162.99,162.99,162.99,162.99
1986-05-14,163.3,163.3,163.3,163.3
1986-05-15,163.6,163.6,163.6,163.6
1986-05-16,165.41,165.41,165.41,165.41
1986-05-19,168.15,168.15,168.15,168.15
1986-05-20,168.61,168.61,168.61,168.61
1986-05-21,168.78,168.78,168.78,168.78
1986-05-22,169.31,169.31,169.31,169.31
1986-05-23,169.6,169.6,169.6,169.6
1986-05-27,169.21,169.21,169.21,169.21
1986-05-28,169,169,169,169
1986-05-29,171.59,171.59,171.59,171.59
1986-05-30,174.5,174.5,174.5,174.5
1986-06-02,174.9,174.9,174.9,174.9
1986-06-03,171.6,171.6,171.6,171.6
1986-06-04,171.53,171.53,171.53,171.53
1986-06-05,168.9,168.9,168.9,168.9
1986-06-06,167.7,167.7,167.7,167.7
1986-06-09,167.88,167.88,167.88,167.88
1986-06-10,166.91,166.91,166.91,166.91
1986-06-11,166.36,166.36,166.36,166.36
1986-06-12,165.85,165.85,165.85,165.85
1986-06-13,165.26,165.26,165.26,165.26
1986-06-16,165.5,165.5,165.5,165.5
1986-06-17,167.8,167.8,167.8,167.8
1986-06-18,167.65,167.65,167.65,167.65
1986-06-19,166.88,166.88,166.88,166.88
1986-06-20,167.7,167.7,167.7,167.7
1986-06-23,167.9,167.9,167.9,167.9
1986-06-24,166.65,166.65,166.65,166.65
1986-06-25,166.1,166.1,166.1,166.1
1986-06-26,166.1,166.1,166.1,166.1
1986-06-27,165.45,165.45,165.45,165.45
1986-06-30,163.8,163.8,163.8,163.8
1986-07-01,162.71,162.71,162.71,162.71
1986-07-02,163.36,163.36,163.36,163.36
1986-07-03,161.4,161.4,161.4,161.4
1986-07-07,160.71,160.71,160.71,160.71
1986-07-08,161.01,161.01,161.01,161.01
1986-07-09,161.09,161.09,161.09,161.09
1986-07-10,160.51,160.51,160.51,160.51
1986-07-11,161.34,161.34,161.34,161.34
1986-07-14,160.24,160.24,160.24,160.24
1986-07-15,159.51,159.51,159.51,159.51
1986-07-16,158.41,158.41,158.41,158.41
1986-07-17,157.35,157.35,157.35,157.35
1986-07-18,156.46,156.46,156.46,156.46
1986-07-21,155.06,155.06,155.06,155.06
1986-07-22,156.79,156.79,156.79,156.79
1986-07-23,157.46,157.46,157.46,157.46
1986-07-24,156.71,156.71,156.71,156.71
1986-07-25,157.69,157.69,157.69,157.69
1986-07-28,155.95,155.95,155.95,155.95
1986-07-29,155.71,155.71,155.71,155.71
1986-07-30,156.1,156.1,156.1,156.1
1986-07-31,153.86,153.86,153.86,153.86
1986-08-01,153.85,153.85,153.85,153.85
1986-08-04,153.99,153.99,153.99,153.99
1986-08-05,154.95,154.95,154.95,154.95
1986-08-06,154.4,154.4,154.4,154.4
1986-08-07,153.78,153.78,153.78,153.78
1986-08-08,154.15,154.15,154.15,154.15
1986-08-11,153.77,153.77,153.77,153.77
1986-08-12,154.7,154.7,154.7,154.7
1986-08-13,154.3,154.3,154.3,154.3
1986-08-14,153.73,153.73,153.73,153.73
1986-08-15,154.21,154.21,154.21,154.21
1986-08-18,154.2,154.2,154.2,154.2
1986-08-19,153.51,153.51,153.51,153.51
1986-08-20,153.4,153.4,153.4,153.4
1986-08-21,153.25,153.25,153.25,153.25
1986-08-22,153.46,153.46,153.46,153.46
1986-08-25,153.83,153.83,153.83,153.83
1986-08-26,154.95,154.95,154.95,154.95
1986-08-27,154.67,154.67,154.67,154.67
1986-08-28,156.05,156.05,156.05,156.05
1986-08-29,154.55,154.55,154.55,154.55
1986-09-02,154.26,154.26,154.26,154.26
1986-09-03,154.71,154.71,154.71,154.71
1986-09-04,154.91,154.91,154.91,154.91
1986-09-05,155.41,155.41,155.41,155.41
1986-09-08,156.15,156.15,156.15,156.15
1986-09-09,155.68,155.68,155.68,155.68
1986-09-10,154.81,154.81,154.81,154.81
1986-09-11,156.4,156.4,156.4,156.4
1986-09-12,155.35,155.35,155.35,155.35
1986-09-15,155.18,155.18,155.18,155.18
1986-09-16,156.34,156.34,156.34,156.34
1986-09-17,154.79,154.79,154.79,154.79
1986-09-18,153.66,153.66,153.66,153.66
1986-09-19,151.99,151.99,151.99,151.99
1986-09-22,153.59,153.59,153.59,153.59
1986-09-23,154.67,154.67,154.67,154.67
1986-09-24,154.56,154.56,154.56,154.56
1986-09-25,154.56,154.56,154.56,154.56
1986-09-26,154.36,154.36,154.36,154.36
1986-09-29,153.64,153.64,153.64,153.64
1986-09-30,154.36,154.36,154.36,154.36
1986-10-01,154.14,154.14,154.14,154.14
1986-10-02,153.91,153.91,153.91,153.91
1986-10-03,154.17,154.17,154.17,154.17
1986-10-06,154.05,154.05,154.05,154.05
1986-10-07,154.06,154.06,154.06,154.06
1986-10-08,154.36,154.36,154.36,154.36
1986-10-09,154.95,154.95,154.95,154.95
1986-10-10,154.45,154.45,154.45,154.45
1986-10-14,153.96,153.96,153.96,153.96
1986-10-15,154.2,154.2,154.2,154.2
1986-10-16,154.2,154.2,154.2,154.2
1986-10-17,154.22,154.22,154.22,154.22
1986-10-20,154.75,154.75,154.75,154.75
1986-10-21,155.17,155.17,155.17,155.17
1986-10-22,155.8,155.8,155.8,155.8
1986-10-23,158.13,158.13,158.13,158.13
1986-10-24,161.35,161.35,161.35,161.35
1986-10-27,160.69,160.69,160.69,160.69
1986-10-28,160.09,160.09,160.09,160.09
1986-10-29,160.51,160.51,160.51,160.51
1986-10-30,161.77,161.77,161.77,161.77
1986-10-31,163.39,163.39,163.39,163.39
1986-11-03,164,164,164,164
1986-11-04,163.92,163.92,163.92,163.92
1986-11-05,164.5,164.5,164.5,164.5
1986-11-06,163.3,163.3,163.3,163.3
1986-11-07,163.2,163.2,163.2,163.2
1986-11-10,162.86,162.86,162.86,162.86
1986-11-12,160.62,160.62,160.62,160.62
1986-11-13,160.9,160.9,160.9,160.9
1986-11-14,161.45,161.45,161.45,161.45
1986-11-17,162.82,162.82,162.82,162.82
1986-11-18,162.79,162.79,162.79,162.79
1986-11-19,162.38,162.38,162.38,162.38
1986-11-20,162.75,162.75,162.75,162.75
1986-11-21,164.05,164.05,164.05,164.05
1986-11-24,164.16,164.16,164.16,164.16
1986-11-25,162.56,162.56,162.56,162.56
1986-11-26,162.95,162.95,162.95,162.95
1986-11-28,162.06,162.06,162.06,162.06
1986-12-01,162.26,162.26,162.26,162.26
1986-12-02,161.99,161.99,161.99,161.99
1986-12-03,162.24,162.24,162.24,162.24
1986-12-04,162.76,162.76,162.76,162.76
1986-12-05,162.41,162.41,162.41,162.41
1986-12-08,162.38,162.38,162.38,162.38
1986-12-09,162.59,162.59,162.59,162.59
1986-12-10,162.74,162.74,162.74,162.74
1986-12-11,162.69,162.69,162.69,162.69
1986-12-12,163.05,163.05,163.05,163.05
1986-12-15,163.25,163.25,163.25,163.25
1986-12-16,163.94,163.94,163.94,163.94
1986-12-17,163.64,163.64,163.64,163.64
1986-12-18,163,163,163,163
1986-12-19,162.19,162.19,162.19,162.19
1986-12-22,162.75,162.75,162.75,162.75
1986-12-23,162.69,162.69,162.69,162.69
1986-12-24,161.45,161.45,161.45,161.45
1986-12-26,159.74,159.74,159.74,159.74
1986-12-29,159.05,159.05,159.05,159.05
1986-12-30,159.9,159.9,159.9,159.9
1986-12-31,158.31,158.31,158.31,158.31
1987-01-02,158.26,158.26,158.26,158.26
1987-01-05,159.41,159.41,159.41,159.41
1987-01-06,158.78,158.78,158.78,158.78
1987-01-07,158.04,158.04,158.04,158.04
1987-01-08,158.23,158.23,158.23,158.23
1987-01-09,158.21,158.21,158.21,158.21
1987-01-12,156.76,156.76,156.76,156.76
1987-01-13,155.75,155.75,155.75,155.75
1987-01-14,152.8,152.8,152.8,152.8
1987-01-15,153.55,153.55,153.55,153.55
1987-01-16,153.4,153.4,153.4,153.4
1987-01-20,152.68,152.68,152.68,152.68
1987-01-21,153.96,153.96,153.96,153.96
1987-01-22,151.89,151.89,151.89,151.89
1987-01-23,153.09,153.09,153.09,153.09
1987-01-26,152.65,152.65,152.65,152.65
1987-01-27,151.65,151.65,151.65,151.65
1987-01-28,151.75,151.75,151.75,151.75
1987-01-29,152.09,152.09,152.09,152.09
1987-01-30,153.66,153.66,153.66,153.66
1987-02-02,152.57,152.57,152.57,152.57
1987-02-03,152.49,152.49,152.49,152.49
1987-02-04,152.8,152.8,152.8,152.8
1987-02-05,153.64,153.64,153.64,153.64
1987-02-06,154.44,154.44,154.44,154.44
1987-02-09,152.55,152.55,152.55,152.55
1987-02-10,152.4,152.4,152.4,152.4
1987-02-11,153.7,153.7,153.7,153.7
1987-02-12,154.1,154.1,154.1,154.1
1987-02-13,153.7,153.7,153.7,153.7
1987-02-17,153.21,153.21,153.21,153.21
1987-02-18,153.86,153.86,153.86,153.86
1987-02-19,154.12,154.12,154.12,154.12
1987-02-20,153.65,153.65,153.65,153.65
1987-02-23,153.68,153.68,153.68,153.68
1987-02-24,153.79,153.79,153.79,153.79
1987-02-25,153.61,153.61,153.61,153.61
1987-02-26,153.15,153.15,153.15,153.15
1987-02-27,153.26,153.26,153.26,153.26
1987-03-02,153.49,153.49,153.49,153.49
1987-03-03,153.64,153.64,153.64,153.64
1987-03-04,153.71,153.71,153.71,153.71
1987-03-05,153.21,153.21,153.21,153.21
1987-03-06,153.47,153.47,153.47,153.47
1987-03-09,153.79,153.79,153.79,153.79
1987-03-10,153.64,153.64,153.64,153.64
1987-03-11,153.82,153.82,153.82,153.82
1987-03-12,153.64,153.64,153.64,153.64
1987-03-13,152.66,152.66,152.66,152.66
1987-03-16,151.65,151.65,151.65,151.65
1987-03-17,151.95,151.95,151.95,151.95
1987-03-18,151.96,151.96,151.96,151.96
1987-03-19,151.47,151.47,151.47,151.47
1987-03-20,151.69,151.69,151.69,151.69
1987-03-23,150.26,150.26,150.26,150.26
1987-03-24,149.33,149.33,149.33,149.33
1987-03-25,149.15,149.15,149.15,149.15
1987-03-26,149.2,149.2,149.2,149.2
1987-03-27,147.73,147.73,147.73,147.73
1987-03-30,146.41,146.41,146.41,146.41
1987-03-31,145.69,145.69,145.69,145.69
1987-04-01,146.82,146.82,146.82,146.82
1987-04-02,146.5,146.5,146.5,146.5
1987-04-03,146.2,146.2,146.2,146.2
1987-04-06,146.1,146.1,146.1,146.1
1987-04-07,145.35,145.35,145.35,145.35
1987-04-08,146.61,146.61,146.61,146.61
1987-04-09,144.7,144.7,144.7,144.7
1987-04-10,142.54,142.54,142.54,142.54
1987-04-13,142.64,142.64,142.64,142.64
1987-04-14,141.13,141.13,141.13,141.13
1987-04-15,141.75,141.75,141.75,141.75
1987-04-16,143.01,143.01,143.01,143.01
1987-04-17,143.19,143.19,143.19,143.19
1987-04-20,142.39,142.39,142.39,142.39
1987-04-21,142.36,142.36,142.36,142.36
1987-04-22,142.35,142.35,142.35,142.35
1987-04-23,141.2,141.2,141.2,141.2
1987-04-24,139.76,139.76,139.76,139.76
1987-04-27,138.4,138.4,138.4,138.4
1987-04-28,139.9,139.9,139.9,139.9
1987-04-29,140.21,140.21,140.21,140.21
1987-04-30,140.67,140.67,140.67,140.67
1987-05-01,140.35,140.35,140.35,140.35
1987-05-04,139.09,139.09,139.09,139.09
1987-05-05,138.66,138.66,138.66,138.66
1987-05-06,139.21,139.21,139.21,139.21
1987-05-07,139.4,139.4,139.4,139.4
1987-05-08,139.6,139.6,139.6,139.6
1987-05-11,139.49,139.49,139.49,139.49
1987-05-12,139.61,139.61,139.61,139.61
1987-05-13,139.75,139.75,139.75,139.75
1987-05-14,139.49,139.49,139.49,139.49
1987-05-15,139.81,139.81,139.81,139.81
1987-05-18,139.95,139.95,139.95,139.95
1987-05-19,140.01,140.01,140.01,140.01
1987-05-20,139.79,139.79,139.79,139.79
1987-05-21,140.46,140.46,140.46,140.46
1987-05-22,140.61,140.61,140.61,140.61
1987-05-26,143.29,143.29,143.29,143.29
1987-05-27,143.51,143.51,143.51,143.51
1987-05-28,143.41,143.41,143.41,143.41
1987-05-29,144.1,144.1,144.1,144.1
1987-06-01,145.45,145.45,145.45,145.45
1987-06-02,142.26,142.26,142.26,142.26
1987-06-03,142.81,142.81,142.81,142.81
1987-06-04,144.29,144.29,144.29,144.29
1987-06-05,143.81,143.81,143.81,143.81
1987-06-08,143.46,143.46,143.46,143.46
1987-06-09,142.49,142.49,142.49,142.49
1987-06-10,142.45,142.45,142.45,142.45
1987-06-11,142.55,142.55,142.55,142.55
1987-06-12,143.85,143.85,143.85,143.85
1987-06-15,144.8,144.8,144.8,144.8
1987-06-16,144.45,144.45,144.45,144.45
1987-06-17,144.64,144.64,144.64,144.64
1987-06-18,144.61,144.61,144.61,144.61
1987-06-19,145.04,145.04,145.04,145.04
1987-06-22,145.89,145.89,145.89,145.89
1987-06-23,146.04,146.04,146.04,146.04
1987-06-24,145.08,145.08,145.08,145.08
1987-06-25,146.33,146.33,146.33,146.33
1987-06-26,146.3,146.3,146.3,146.3
1987-06-29,146.69,146.69,146.69,146.69
1987-06-30,146.8,146.8,146.8,146.8
1987-07-01,146.85,146.85,146.85,146.85
1987-07-02,147.31,147.31,147.31,147.31
1987-07-03,148.81,148.81,148.81,148.81
1987-07-06,149.13,149.13,149.13,149.13
1987-07-07,149.7,149.7,149.7,149.7
1987-07-08,150.57,150.57,150.57,150.57
1987-07-09,149.97,149.97,149.97,149.97
1987-07-10,150.65,150.65,150.65,150.65
1987-07-13,150.99,150.99,150.99,150.99
1987-07-14,151.08,151.08,151.08,151.08
1987-07-15,148.66,148.66,148.66,148.66
1987-07-16,150.56,150.56,150.56,150.56
1987-07-17,152.75,152.75,152.75,152.75
1987-07-20,152.85,152.85,152.85,152.85
1987-07-21,152.67,152.67,152.67,152.67
1987-07-22,152.33,152.33,152.33,152.33
1987-07-23,150.79,150.79,150.79,150.79
1987-07-24,149.95,149.95,149.95,149.95
1987-07-27,150.44,150.44,150.44,150.44
1987-07-28,150.37,150.37,150.37,150.37
1987-07-29,150.78,150.78,150.78,150.78
1987-07-30,149.65,149.65,149.65,149.65
1987-07-31,149.91,149.91,149.91,149.91
1987-08-03,150.5,150.5,150.5,150.5
1987-08-04,152.09,152.09,152.09,152.09
1987-08-05,150.74,150.74,150.74,150.74
1987-08-06,151.46,151.46,151.46,151.46
1987-08-07,151.58,151.58,151.58,151.58
1987-08-10,151.13,151.13,151.13,151.13
1987-08-11,151.77,151.77,151.77,151.77
1987-08-12,151.25,151.25,151.25,151.25
1987-08-13,151.45,151.45,151.45,151.45
1987-08-14,150,150,150,150
1987-08-17,149.91,149.91,149.91,149.91
1987-08-18,146.08,146.08,146.08,146.08
1987-08-19,145.1,145.1,145.1,145.1
1987-08-20,144.15,144.15,144.15,144.15
1987-08-21,142.76,142.76,142.76,142.76
1987-08-24,142.01,142.01,142.01,142.01
1987-08-25,143.21,143.21,143.21,143.21
1987-08-26,143.04,143.04,143.04,143.04
1987-08-27,142.05,142.05,142.05,142.05
1987-08-28,141.99,141.99,141.99,141.99
1987-08-31,141.75,141.75,141.75,141.75
1987-09-01,141.84,141.84,141.84,141.84
1987-09-02,141.03,141.03,141.03,141.03
1987-09-03,141.03,141.03,141.03,141.03
1987-09-04,141.75,141.75,141.75,141.75
1987-09-08,141.75,141.75,141.75,141.75
1987-09-09,141.61,141.61,141.61,141.61
1987-09-10,142.57,142.57,142.57,142.57
1987-09-11,142.79,142.79,142.79,142.79
1987-09-14,144.5,144.5,144.5,144.5
1987-09-15,144.05,144.05,144.05,144.05
1987-09-16,144.37,144.37,144.37,144.37
1987-09-17,143.4,143.4,143.4,143.4
1987-09-18,142.66,142.66,142.66,142.66
1987-09-21,143.54,143.54,143.54,143.54
1987-09-22,144.16,144.16,144.16,144.16
1987-09-23,143.89,143.89,143.89,143.89
1987-09-24,143.73,143.73,143.73,143.73
1987-09-25,143.67,143.67,143.67,143.67
1987-09-28,144.08,144.08,144.08,144.08
1987-09-29,146.19,146.19,146.19,146.19
1987-09-30,146.48,146.48,146.48,146.48
1987-10-01,146.9,146.9,146.9,146.9
1987-10-02,146.4,146.4,146.4,146.4
1987-10-05,146.85,146.85,146.85,146.85
1987-10-06,146.72,146.72,146.72,146.72
1987-10-07,145.64,145.64,145.64,145.64
1987-10-08,144.88,144.88,144.88,144.88
1987-10-09,143.85,143.85,143.85,143.85
1987-10-13,143.75,143.75,143.75,143.75
1987-10-14,142.75,142.75,142.75,142.75
1987-10-15,142.15,142.15,142.15,142.15
1987-10-16,142.75,142.75,142.75,142.75
1987-10-19,141.84,141.84,141.84,141.84
1987-10-20,143.91,143.91,143.91,143.91
1987-10-21,144.21,144.21,144.21,144.21
1987-10-22,144.67,144.67,144.67,144.67
1987-10-23,142.85,142.85,142.85,142.85
1987-10-26,142.2,142.2,142.2,142.2
1987-10-27,141.58,141.58,141.58,141.58
1987-10-28,139.19,139.19,139.19,139.19
1987-10-29,138.25,138.25,138.25,138.25
1987-10-30,138.39,138.39,138.39,138.39
1987-11-02,137.01,137.01,137.01,137.01
1987-11-03,137.39,137.39,137.39,137.39
1987-11-04,137.29,137.29,137.29,137.29
1987-11-05,134.7,134.7,134.7,134.7
1987-11-06,135.4,135.4,135.4,135.4
1987-11-09,134.31,134.31,134.31,134.31
1987-11-10,134.54,134.54,134.54,134.54
1987-11-12,136.46,136.46,136.46,136.46
1987-11-13,135.83,135.83,135.83,135.83
1987-11-16,136.61,136.61,136.61,136.61
1987-11-17,135.72,135.72,135.72,135.72
1987-11-18,135.54,135.54,135.54,135.54
1987-11-19,135.14,135.14,135.14,135.14
1987-11-20,135.46,135.46,135.46,135.46
1987-11-23,134.73,134.73,134.73,134.73
1987-11-24,135.52,135.52,135.52,135.52
1987-11-25,134.79,134.79,134.79,134.79
1987-11-27,133.7,133.7,133.7,133.7
1987-11-30,132.41,132.41,132.41,132.41
1987-12-01,132.99,132.99,132.99,132.99
1987-12-02,132.7,132.7,132.7,132.7
1987-12-03,132.9,132.9,132.9,132.9
1987-12-04,132.85,132.85,132.85,132.85
1987-12-07,132.79,132.79,132.79,132.79
1987-12-08,132.73,132.73,132.73,132.73
1987-12-09,132.4,132.4,132.4,132.4
1987-12-10,129.4,129.4,129.4,129.4
1987-12-11,128.5,128.5,128.5,128.5
1987-12-14,128.02,128.02,128.02,128.02
1987-12-15,127.6,127.6,127.6,127.6
1987-12-16,127.27,127.27,127.27,127.27
1987-12-17,126.25,126.25,126.25,126.25
1987-12-18,127.1,127.1,127.1,127.1
1987-12-21,127.08,127.08,127.08,127.08
1987-12-22,126.55,126.55,126.55,126.55
1987-12-23,126.75,126.75,126.75,126.75
1987-12-24,126.13,126.13,126.13,126.13
1987-12-28,123.16,123.16,123.16,123.16
1987-12-29,123.5,123.5,123.5,123.5
1987-12-30,123.39,123.39,123.39,123.39
1987-12-31,121.25,121.25,121.25,121.25
1988-01-04,122.71,122.71,122.71,122.71
1988-01-05,126.9,126.9,126.9,126.9
1988-01-06,129.64,129.64,129.64,129.64
1988-01-07,128.58,128.58,128.58,128.58
1988-01-08,129.14,129.14,129.14,129.14
1988-01-11,128.19,128.19,128.19,128.19
1988-01-12,127.38,127.38,127.38,127.38
1988-01-13,126.65,126.65,126.65,126.65
1988-01-14,126.74,126.74,126.74,126.74
1988-01-15,130.5,130.5,130.5,130.5
1988-01-19,128.6,128.6,128.6,128.6
1988-01-20,127.75,127.75,127.75,127.75
1988-01-21,127.21,127.21,127.21,127.21
1988-01-22,127.85,127.85,127.85,127.85
1988-01-25,127.78,127.78,127.78,127.78
1988-01-26,127.89,127.89,127.89,127.89
1988-01-27,127.6,127.6,127.6,127.6
1988-01-28,127.17,127.17,127.17,127.17
1988-01-29,127.75,127.75,127.75,127.75
1988-02-01,129.38,129.38,129.38,129.38
1988-02-02,128.28,128.28,128.28,128.28
1988-02-03,127.9,127.9,127.9,127.9
1988-02-04,128.5,128.5,128.5,128.5
1988-02-05,129.05,129.05,129.05,129.05
1988-02-08,128.59,128.59,128.59,128.59
1988-02-09,129.19,129.19,129.19,129.19
1988-02-10,129.02,129.02,129.02,129.02
1988-02-11,129.14,129.14,129.14,129.14
1988-02-12,131.15,131.15,131.15,131.15
1988-02-16,130.25,130.25,130.25,130.25
1988-02-17,130.31,130.31,130.31,130.31
1988-02-18,130.23,130.23,130.23,130.23
1988-02-19,130.05,130.05,130.05,130.05
1988-02-22,129.27,129.27,129.27,129.27
1988-02-23,128.78,128.78,128.78,128.78
1988-02-24,128.8,128.8,128.8,128.8
1988-02-25,128.81,128.81,128.81,128.81
1988-02-26,128.19,128.19,128.19,128.19
1988-02-29,128.45,128.45,128.45,128.45
1988-03-01,128.27,128.27,128.27,128.27
1988-03-02,129.2,129.2,129.2,129.2
1988-03-03,129.24,129.24,129.24,129.24
1988-03-04,128.76,128.76,128.76,128.76
1988-03-07,128.17,128.17,128.17,128.17
1988-03-08,128.09,128.09,128.09,128.09
1988-03-09,128.01,128.01,128.01,128.01
1988-03-10,128.1,128.1,128.1,128.1
1988-03-11,127.37,127.37,127.37,127.37
1988-03-14,126.92,126.92,126.92,126.92
1988-03-15,127.14,127.14,127.14,127.14
1988-03-16,127.43,127.43,127.43,127.43
1988-03-17,128.65,128.65,128.65,128.65
1988-03-18,128.35,128.35,128.35,128.35
1988-03-21,127.08,127.08,127.08,127.08
1988-03-22,127.11,127.11,127.11,127.11
1988-03-23,126.79,126.79,126.79,126.79
1988-03-24,125.75,125.75,125.75,125.75
1988-03-25,125.35,125.35,125.35,125.35
1988-03-28,124.2,124.2,124.2,124.2
1988-03-29,124.64,124.64,124.64,124.64
1988-03-30,124.84,124.84,124.84,124.84
1988-03-31,124.11,124.11,124.11,124.11
1988-04-01,124.01,124.01,124.01,124.01
1988-04-04,124.4,124.4,124.4,124.4
1988-04-05,125.17,125.17,125.17,125.17
1988-04-06,125.49,125.49,125.49,125.49
1988-04-07,125.82,125.82,125.82,125.82
1988-04-08,125.55,125.55,125.55,125.55
1988-04-11,126.68,126.68,126.68,126.68
1988-04-12,126.56,126.56,126.56,126.56
1988-04-13,126.33,126.33,126.33,126.33
1988-04-14,123.66,123.66,123.66,123.66
1988-04-15,123.88,123.88,123.88,123.88
1988-04-18,124.07,124.07,124.07,124.07
1988-04-19,124.17,124.17,124.17,124.17
1988-04-20,123.98,123.98,123.98,123.98
1988-04-21,124.14,124.14,124.14,124.14
1988-04-22,124.71,124.71,124.71,124.71
1988-04-25,124.82,124.82,124.82,124.82
1988-04-26,124.79,124.79,124.79,124.79
1988-04-27,125.1,125.1,125.1,125.1
1988-04-28,124.61,124.61,124.61,124.61
1988-04-29,124.93,124.93,124.93,124.93
1988-05-02,124.95,124.95,124.95,124.95
1988-05-03,124.88,124.88,124.88,124.88
1988-05-04,124.99,124.99,124.99,124.99
1988-05-05,124.65,124.65,124.65,124.65
1988-05-06,124.88,124.88,124.88,124.88
1988-05-09,124.82,124.82,124.82,124.82
1988-05-10,124.43,124.43,124.43,124.43
1988-05-11,124.25,124.25,124.25,124.25
1988-05-12,124.39,124.39,124.39,124.39
1988-05-13,124.68,124.68,124.68,124.68
1988-05-16,124.95,124.95,124.95,124.95
1988-05-17,125.72,125.72,125.72,125.72
1988-05-18,125.4,125.4,125.4,125.4
1988-05-19,124.88,124.88,124.88,124.88
1988-05-20,124.83,124.83,124.83,124.83
1988-05-23,124.55,124.55,124.55,124.55
1988-05-24,124.35,124.35,124.35,124.35
1988-05-25,124.36,124.36,124.36,124.36
1988-05-26,124.44,124.44,124.44,124.44
1988-05-27,125,125,125,125
1988-05-31,125.11,125.11,125.11,125.11
1988-06-01,125.19,125.19,125.19,125.19
1988-06-02,126.56,126.56,126.56,126.56
1988-06-03,125.98,125.98,125.98,125.98
1988-06-06,126.18,126.18,126.18,126.18
1988-06-07,125.72,125.72,125.72,125.72
1988-06-08,125.25,125.25,125.25,125.25
1988-06-09,125.21,125.21,125.21,125.21
1988-06-10,124.93,124.93,124.93,124.93
1988-06-13,125.2,125.2,125.2,125.2
1988-06-14,126.41,126.41,126.41,126.41
1988-06-15,126.27,126.27,126.27,126.27
1988-06-16,125.77,125.77,125.77,125.77
1988-06-17,125.87,125.87,125.87,125.87
1988-06-20,126.25,126.25,126.25,126.25
1988-06-21,126.47,126.47,126.47,126.47
1988-06-22,128.63,128.63,128.63,128.63
1988-06-23,128.67,128.67,128.67,128.67
1988-06-24,130.6,130.6,130.6,130.6
1988-06-27,130.88,130.88,130.88,130.88
1988-06-28,130.95,130.95,130.95,130.95
1988-06-29,133.75,133.75,133.75,133.75
1988-06-30,133.53,133.53,133.53,133.53
1988-07-01,134.1,134.1,134.1,134.1
1988-07-05,134.28,134.28,134.28,134.28
1988-07-06,133.61,133.61,133.61,133.61
1988-07-07,131.77,131.77,131.77,131.77
1988-07-08,133.22,133.22,133.22,133.22
